Horas_de_estudio,Asistencia,Horas_de_sueño,Participacion_proyectos,Notas_examenes,Tutorias,Rendimiento_academico
6.232853756562836,high,5.381257274643262,low,8.334516460130157,1,medium
5.130570602357257,medium,6.659858805024783,low,6.204763970421739,0,medium
4.551488974301199,high,8.008919336634763,high,8.629875015017705,0,medium
5.137641164803253,high,4.0,low,8.197072231701345,0,high
2.0186466280986606,medium,6.957813514087248,high,6.38158170500917,0,medium
4.670492168243732,high,8.188592559123602,low,6.601058310500587,0,medium
5.53566885726762,high,8.491777174042715,low,8.466717312127342,0,low
7.216841067112274,high,5.954005512253811,low,4.216823648165024,1,medium
4.222594672589529,high,6.548747069567452,low,6.337106335157953,1,medium
3.7872595956602186,high,6.075777806661058,low,7.930626225436775,0,low
4.247364434623195,high,6.4109880197108735,high,6.537839842907521,0,low
6.373103176553111,medium,5.452260173907348,high,7.202295070310387,0,high
5.493126664489527,medium,5.666121756293623,low,3.9382735815093914,0,medium
4.205359694349442,high,7.651565383042552,high,5.718282856495681,0,high
5.769901149670034,medium,7.197423059909113,high,8.019179008227713,0,medium
5.14561632402206,high,7.737379761385711,low,5.87348893440338,1,low
6.452967485799334,high,7.321021584551255,low,5.046310433766981,0,low
3.9469203591839714,high,8.056507901721393,low,8.592412799431894,0,low
4.508506780103348,medium,8.317320997232493,high,7.773526081104555,0,medium
4.411837770301764,high,4.387425070200844,high,5.367199970774363,0,high
2.804727577801822,medium,5.718535524378456,low,7.207755766648148,0,high
5.444180415596864,medium,6.652936063764941,low,5.41607830791207,0,medium
5.391582908269834,high,6.965983711768988,low,6.7713114146865765,0,high
5.0076701849636915,medium,5.99486413927295,low,7.263982284288191,1,high
4.64811929993728,low,8.368035506482459,low,5.787255401199406,0,medium
2.8769438869243786,high,9.969922552435898,high,8.113499400287859,1,high
4.369032015851961,high,7.279242933372601,high,8.346027553482484,0,medium
4.485928225209846,medium,7.126511548297317,high,7.395348287349785,1,low
3.796584096167572,medium,8.274184382656497,low,7.620973227310602,1,high
4.758071432500986,high,4.2012403671948455,high,4.820756742446886,1,low
5.606076285221808,high,7.042703410657616,low,9.043280840265291,1,low
7.829278851815795,high,8.468553738201276,low,6.863012517915297,0,medium
5.261866719247759,high,6.035269004198332,high,5.5971154523118765,0,low
5.386325586084147,high,5.160159130147052,low,7.218753718683888,1,high
4.888331126350749,low,6.7212915848503325,low,8.118204988583326,0,low
2.1218431770514377,medium,6.908971850197119,low,7.768524350580955,0,low
4.960229186826175,high,5.637021577126813,low,5.372964452817353,1,low
5.09034531491154,medium,10.0,high,8.136456834276247,0,high
8.69486316872793,medium,6.281955428488081,high,6.909011377301215,0,low
4.711458552828316,high,5.269510972860147,high,7.751806273576182,0,low
5.452321013500419,high,6.859568021394082,low,5.797672749128051,1,low
4.947932345442135,high,8.361790956556737,low,8.568867384079978,1,high
3.246982943570702,medium,7.026121373497347,low,7.274073289397233,0,high
6.71423422177253,high,7.728390880066003,high,8.783234971207344,0,medium
6.127899549030161,low,5.6927341085002645,low,4.697697836715816,0,medium
6.18654792056457,high,9.23153266960527,low,4.89787132057748,0,high
3.635918817807892,high,7.842566541877665,low,6.639958230047041,0,low
7.104191466404149,high,8.571552353316415,high,9.201437529959172,1,medium
2.8972234058115784,high,7.547740948712754,low,9.944216346510588,0,medium
5.880285640700405,medium,8.237326056593176,high,5.667360551387801,0,medium
8.285683438714969,low,5.690421160484159,high,7.07957054741721,0,medium
3.514195512303967,high,6.262884374965656,high,7.232727962920983,1,high
4.150553405595842,low,9.019720893334044,high,8.077236419557082,0,high
5.1494770476314615,medium,9.339612920925946,low,8.327443999618731,0,medium
4.244786518825701,high,5.279401600421385,high,5.328402710632497,1,medium
2.6740048534008007,medium,7.374604101795718,low,7.096890040326057,0,medium
5.102844462209041,high,6.353584299272159,high,3.9872231143451202,0,medium
3.4065444294108427,high,5.954452795952708,high,8.216186924560606,0,medium
5.710388645952772,high,7.427259543033175,high,6.492070197513944,0,medium
3.620863648649295,medium,8.711444398548112,high,5.191926881046907,0,medium
7.324901607526309,high,7.67749370992629,high,7.498820214935218,1,medium
3.825120061495644,medium,6.520731325121448,low,6.445196135491755,0,medium
4.516907725691486,medium,7.77229176990274,low,8.892191546164335,1,medium
6.220275826054505,high,6.4600357396286485,high,5.661126796680678,1,high
3.153703525349067,high,7.618171451095903,high,10.0,1,medium
5.341189901906194,high,9.0946985506836,high,8.281833314445024,0,medium
6.960714131423642,high,4.0,low,8.931541619776258,1,medium
2.5887751481581587,high,8.19587844781005,low,5.456745697677324,1,high
5.276950787798456,high,4.691417617644297,low,9.68268906570064,0,high
5.389824191372635,high,8.842491565816692,high,5.1811788318876,0,high
6.172734307665966,high,6.044461585190708,high,6.685282455319637,1,low
3.144573933682877,high,5.173492933590274,high,8.95698494111014,1,medium
3.0193150803735858,high,8.042903840633121,low,7.760153608756712,0,medium
5.782912348425347,medium,7.546255094713616,high,5.141257124056057,1,low
5.445477009849779,low,5.501219645557513,low,8.703115092763978,0,high
5.375739275518815,high,5.120500364247409,low,7.509931679113806,0,medium
5.519672314245463,high,6.7187777687630765,low,6.375699645917599,0,medium
3.979962917632264,high,5.193869574743205,high,4.686986115925569,0,low
5.348380545741505,high,5.407790540614559,low,7.652125794809241,0,low
5.439608709948022,high,7.17343118563215,high,6.754858295550361,0,medium
3.928472872960448,medium,5.551192548617355,low,7.234464023120852,0,medium
7.798661766717135,low,7.639808935039815,high,4.6221979597441125,0,low
5.710749381367681,high,9.235215393825214,high,6.37201441246548,1,low
3.213044754196027,medium,6.777166877649126,high,7.720456932312267,0,low
5.984830412950744,high,7.1952265929783765,low,9.814696916957097,1,high
3.537977494659018,high,10.0,high,6.6920775657240545,1,medium
6.1806269056136784,high,5.21859832393398,low,9.164948588602181,1,medium
6.737893368511106,high,8.786852792771112,high,8.18102263127477,0,high
3.7689765224724345,high,8.606286396868724,high,7.350677449380022,1,medium
6.445064193866482,high,8.281476008760675,low,5.481487324500828,0,high
5.619171390404747,high,8.937621776098947,high,5.544282184703565,0,medium
6.233090239991735,high,7.420862448937928,low,7.926311306059899,1,low
7.845189473980922,medium,6.125605756601098,low,6.21025663884218,1,medium
4.631917825995695,low,8.641859936830851,low,6.07695592185085,0,medium
3.8693957534637655,high,8.699263317569342,high,6.72908449144856,0,medium
3.665728355561715,high,8.65797085223993,low,6.754253754491212,0,medium
3.776284572551843,high,7.066753123478855,low,8.35115196429053,0,medium
4.884347435878844,medium,5.92570822958001,low,6.241753452609684,0,medium
5.511727962224966,high,7.2870433811674165,high,8.201860054036473,1,low
5.415036198995028,high,8.413345026351754,low,7.659557701081605,1,high
6.240774873554036,high,8.536527684789949,low,4.489006018956923,1,medium
5.0195028378168605,high,6.3554858093881075,low,7.441761494474961,0,high
7.1803011157359755,high,7.4730593441910855,low,2.9983623485843465,0,medium
4.603014750143066,low,5.036832543271066,low,5.657165107522021,0,low
9.080253749884427,medium,8.477425154508776,high,7.694615269843372,0,high
5.938501021647509,high,5.825036864912405,high,6.984035349610938,0,medium
3.7142636653755763,high,8.17788303935732,high,4.3481618410576885,0,low
3.3936612529083314,high,5.276043133914757,high,5.321257349539678,0,medium
5.723708622864778,high,8.547123859651013,low,3.086630330121669,1,medium
4.664805822011224,medium,7.4827527850341555,low,4.986155114433574,0,high
6.071000741138138,high,5.82796345657458,low,7.868595023977825,0,high
5.709856436860317,high,8.037034571620788,low,6.163850592137281,0,medium
4.890756631014691,high,6.114457462292004,high,7.254918312589837,0,low
3.7298094228973926,medium,8.124332556167692,high,7.020466572309244,0,medium
2.727729162971203,medium,6.588832786928918,low,7.048874605749378,0,low
4.330227571899468,high,4.418429311555506,low,8.534698634669578,0,medium
6.284598191485209,high,5.526375639278594,low,6.6956340367434635,0,low
5.321140616195306,high,6.354377936969073,low,8.366002559589859,1,low
3.131391831932018,low,9.052283535622866,high,3.2839849105937464,0,high
5.259771388776773,high,8.351715445793838,low,8.66713893526607,1,medium
5.577976069593255,high,9.435792118483214,low,5.064882861835334,1,high
3.6742138456983007,high,9.480452824044788,high,5.390590415382517,0,medium
5.230587658918292,medium,6.197873793113628,high,5.943073765763116,0,medium
5.087313077669,high,6.717269710361756,low,8.625782831247156,0,medium
3.2855445532540655,high,6.383080113504192,low,5.666050226283014,0,medium
5.536681040522425,high,5.992734092048385,high,6.016166831145469,0,medium
5.841176789552351,medium,4.237757935995313,low,5.557468422961332,0,high
6.624576864762916,medium,6.977878422974737,low,7.383092201289156,0,high
6.5807030780523545,medium,5.071651609433334,low,8.115412502331502,1,high
2.9334959480643636,high,6.9487421776985085,low,9.556486773640946,0,medium
3.593262440127316,high,10.0,low,10.0,1,medium
5.77255290081299,low,6.235982355503937,low,7.975271129781954,0,high
5.770678926368313,high,7.2921610084421005,high,7.548481280304053,0,low
5.772571529459071,medium,8.359972578713926,low,5.173990401837682,0,medium
10.0,medium,7.42043693794886,high,9.863954730596465,1,medium
5.85633576603975,high,7.438726281913444,high,7.323104664000918,1,medium
6.703348460270899,high,6.45639634946788,low,6.566402737138546,0,low
6.431002645239803,medium,6.652183037408151,low,7.5812976535803305,0,high
5.977086876958697,medium,5.559984216718258,low,6.045473908907678,0,medium
4.527096133039482,high,8.269067513334111,high,3.4934926535629685,0,low
6.138453830739901,high,4.387762515078856,low,7.857704381400403,0,high
3.8407621781936423,high,8.456632507573303,high,9.013710777900855,0,high
4.644772089889987,high,4.894452422882136,high,7.83538395280142,0,medium
4.2719546782563445,high,8.443910911114978,low,6.989381304997519,1,medium
5.122811209079484,high,6.469273710681728,high,7.019907628587041,1,high
8.471987850010263,low,5.152196967800379,low,7.25841962157443,0,high
2.199102211112378,medium,7.868947967619455,low,7.212481331632876,1,medium
6.02939028556177,medium,8.393151302613662,low,6.908948023779168,0,low
2.5809261932155225,high,6.342882027844695,high,7.038014319203277,0,medium
4.29210220131585,high,8.0809158230184,high,9.332519110660696,1,low
6.633425895451049,low,4.0,low,7.708409821519799,0,medium
5.096420028643194,high,5.0191055653801,low,7.157720476036846,1,medium
3.3833828331060407,high,8.938613395703094,low,7.988840344443876,0,medium
3.9270444361100476,high,6.6644960887031255,high,7.988948480174865,1,high
6.019396623402014,medium,4.206680010326728,low,8.418996944154788,1,high
3.904450052424295,medium,5.951700729337009,high,5.86463288225071,0,high
5.324687884372962,high,5.614899291212379,low,6.279208140778316,1,high
5.06835775985572,medium,6.751057402790613,low,5.779663818708622,1,medium
4.022599478591275,high,6.443873524288529,high,8.150084385240538,0,low
8.215916133987989,high,7.268397593407241,low,8.076806461610538,0,high
5.950878533477017,medium,6.895800922581138,low,5.090135691216442,1,medium
1.962286120013589,medium,9.039608882555529,low,7.586256719230485,0,low
5.279681472154142,high,7.636822899579504,low,9.05835080180181,1,high
4.007320302847418,high,7.686507416790379,low,6.64700104191327,0,low
6.278650002194336,medium,8.747735685841782,low,7.470959910889457,0,low
3.811218892350949,medium,6.4168468743556275,high,8.095728554236636,1,high
4.827895337799651,medium,5.107183834962273,high,5.01916264090192,0,low
5.757480918470685,high,8.810455486948374,high,7.227982238486653,0,low
6.298632791255182,low,7.203762622162169,high,8.908174284612207,0,high
3.1995553894163358,low,7.209026811848393,low,6.110186774853778,1,low
4.498248146238577,high,6.050005117704646,low,8.248699213388242,0,medium
4.287582033258566,medium,6.074717000344634,low,7.0407424107086785,0,low
4.020006151139432,high,8.270083508156265,high,5.9882430367994886,0,medium
7.6481813604216455,high,8.476983697206416,low,6.855237173778376,0,medium
5.607472566441434,medium,8.175735108619987,low,6.210808113870652,0,medium
3.1086740684974323,high,8.189442408168212,high,5.667528937355701,0,medium
6.376792920582164,high,7.853544305889638,low,6.618482841320337,0,medium
8.18323429551895,medium,7.197284095117235,low,7.102639468579183,0,low
6.54869789082672,high,6.736930473518529,low,6.750918426176697,0,medium
2.7209450510689797,high,8.815485774912329,low,6.601939628306739,0,low
4.273648890700623,low,6.43941869426435,low,7.338993824448399,0,medium
6.900366723779934,high,7.55496882082112,low,7.797108962471572,0,low
3.938495801571829,high,5.79398050306863,high,5.28385715074039,1,medium
5.665729142219343,high,6.011051444724324,low,6.621406195929088,0,medium
6.161951080144005,high,6.64576814821416,low,4.0396886350092265,0,medium
3.6096042926328753,medium,5.794092434909254,low,6.756724961448695,0,medium
4.9107119659073,medium,8.19677773821745,high,7.225793569107432,0,low
0.1380989898963909,high,4.977948622682456,low,7.8546700182481555,0,high
3.463418537998565,medium,7.148844435071609,low,7.231157209744457,0,medium
4.62114777291026,high,7.198762145263272,high,7.822263466081372,0,high
3.1283252270527258,high,4.283800632520479,low,7.097837472503916,0,low
7.448616955897453,medium,6.338464269214587,low,5.986722432726289,0,high
2.854787933059051,medium,7.383549307072214,low,5.326097247415451,0,medium
4.339933269954525,high,7.6430919899411025,high,6.605495939067206,1,medium
5.196110865929137,high,6.693539187099751,high,5.850585694889565,0,high
7.161909933599173,high,8.015332306721072,low,6.820421328053545,1,medium
2.8462067732308407,high,6.836025614145939,low,6.262184494768856,0,low
6.744745628232439,high,7.020479368112585,high,7.628621518846072,0,high
5.015349591529381,medium,7.3774808034798305,high,7.073432536685852,0,low
3.527737023428074,high,8.390499443101254,high,7.671241504385873,0,high
5.693155211394906,medium,5.986422996376702,low,7.663577084911841,0,high
5.298589543360205,high,6.269767191222554,low,6.730490434425356,0,medium
4.099674684261808,high,5.996655262406178,low,6.822495482618019,0,medium
5.1047031274850285,high,6.5017034257871,low,7.752406732482042,0,medium
4.42202960470736,high,9.139351387119646,low,10.0,1,high
5.170276017876872,medium,7.859087978994733,low,5.516303279596626,0,medium
5.99319601178157,high,5.303365382246737,high,7.06262723198419,0,high
7.379025224218028,high,6.099329551616988,low,5.20643747916394,0,low
3.1432767517597267,medium,7.559150836414603,low,6.968631475663133,1,medium
8.1995500619844,medium,5.640238328600844,low,5.988908644518439,0,medium
2.0718683007162473,high,5.9119899387778645,low,6.8201403834217595,0,low
4.772322357446625,high,9.017439499261222,high,7.232965500921788,1,medium
5.882475809726865,medium,6.07993655729022,high,6.265913331364058,0,medium
5.421487801602549,low,8.43200022404408,low,4.324361985718927,0,low
4.065950720269109,medium,8.882984784296408,high,9.13830351572921,0,high
4.687816624464087,high,5.899806863246553,high,8.258915469698964,0,medium
4.2604985980117505,low,5.6650561651642874,low,6.804161156633703,0,high
4.115952864583683,high,6.585801870278252,low,5.657900502684157,0,high
6.2744031455315366,high,5.367058418989562,high,7.127536885424542,0,high
5.535523228947571,medium,7.181550817754114,high,7.541483237562113,1,low
3.960635607109019,high,6.69152213221992,high,8.155017723639412,1,medium
6.349399813149876,high,7.540870023829452,low,8.293333246601179,0,high
5.460949281314914,high,9.095415184349232,low,8.57601445796777,1,medium
6.21929317825844,high,8.226227471155479,high,4.388710465757531,0,medium
5.944443262885418,medium,7.733859663118534,low,6.5430351789682835,0,medium
3.7565074836168915,medium,4.0509273805481225,high,8.489651230917442,0,medium
4.159728439704546,high,7.665063973153563,high,5.614552446043053,1,medium
6.120940407684893,high,9.583941491056823,low,8.82890136577251,0,medium
5.915555398150198,low,4.0,high,9.715566422707413,0,low
4.968647609053778,medium,8.034073814463438,low,8.786881479188741,0,medium
5.175991074963173,high,6.760962137865303,low,7.992385610654822,0,low
6.916497343682638,low,5.725307495465583,high,6.328740658955727,1,high
4.112642916746255,medium,8.20169287586793,low,7.422452205621808,0,high
5.820646071755057,high,9.564558850910995,low,4.980858026919065,0,high
4.6967110213491585,high,8.162846093256631,low,5.828334003112365,0,high
4.67347819515917,high,6.443212073107711,low,5.933794776232794,0,low
6.648165277980786,medium,5.5847952633877656,low,7.0929588609489205,0,medium
6.238124523482044,high,7.216941450684316,high,6.411734101857563,0,medium
6.220264454000958,high,8.309753938572381,low,7.392399934930096,0,medium
6.958218210731493,high,6.419420460649409,high,8.316740237315887,0,medium
5.031505762449139,low,6.564425512523805,high,5.935408685693107,0,high
6.022929456942446,high,10.0,low,7.222901639405577,0,medium
4.534599865109816,low,8.617977918939589,high,6.376046515273095,0,medium
5.486249528732663,low,8.725193017590449,high,7.285243740485773,0,low
4.804785418448473,high,4.809571140911782,low,8.029258897317728,0,medium
5.1454939474890775,high,5.939216981059809,low,8.381853686263318,1,low
5.89273553815537,high,7.112022459181358,high,8.005456178939557,0,medium
3.7726689751497915,low,5.498293663172276,high,7.620978443393491,0,high
8.138580913528191,high,9.40059594833394,high,4.869680090470705,0,medium
3.490973927750447,high,9.115468459885967,high,5.378101105681166,0,medium
3.1787170808184015,high,6.199681993923919,low,5.763732580299264,1,medium
6.737166310250101,high,9.675877909911227,low,7.537930310211287,0,high
6.187494040944404,low,6.993621854920087,low,5.06349263141419,1,high
5.936179725578233,medium,10.0,low,7.506283492251786,0,high
5.94251826389642,medium,7.217029195787554,low,7.396703885698973,1,medium
4.981629840729628,high,7.864289125492633,low,4.096466341720473,1,low
3.654118442771253,high,9.099855161754338,low,5.368595767348673,1,medium
5.113706837290589,low,8.916450024711715,low,8.565813362285125,0,medium
3.9842574327318325,high,7.76609809920384,low,8.04611372259237,1,medium
6.462679600126627,low,6.788289520834247,low,5.724409004207599,0,medium
4.779413927746792,high,7.771199049989679,low,5.447708521878325,0,high
3.7617542048112327,high,5.775723742185828,low,3.3244799723821297,0,low
4.51792123752051,medium,7.228200578296174,high,9.206946531581972,0,high
5.6193971814134365,low,5.336038701253008,low,7.061581552646568,0,high
4.154413170794038,low,4.328677539879548,low,9.8255860830178,1,high
3.7666694066503528,high,7.075640146209165,low,6.7124933695416145,1,high
5.365530817237868,high,8.893416836007509,low,7.423883948334378,0,medium
5.367449856663084,high,8.388706962394089,low,8.336947707142894,0,medium
4.239585236943306,medium,6.877131556411587,high,9.458264029271366,0,medium
4.2934425415725155,medium,9.620484547263246,low,7.751532487726636,0,medium
5.348074906036454,high,6.1464079137301395,high,7.0036108269074395,0,medium
2.827873487754014,low,4.123251007302965,low,7.041936491673045,1,high
2.8888043384351674,medium,4.0,high,5.431246596689597,1,low
3.922333668121346,medium,5.228213589106424,high,6.4271756997015235,0,medium
4.6798292724322295,high,8.224937114893343,high,7.076829226922634,1,high
5.466361348397007,high,6.0477959747989205,low,9.072840812652643,0,low
7.213034325424328,low,7.691437962785953,high,6.354935209777985,0,high
6.286489434803029,high,9.469425075375966,high,8.593981968210679,0,medium
4.7600922050548595,medium,5.349854556133291,high,6.877242983104211,0,medium
4.971475688145967,low,7.717749597693834,high,8.865337839373657,0,high
3.4962059530432867,medium,7.808444608983583,high,8.015083740959428,0,low
4.972230296011415,high,5.708893017290345,high,7.913793044277028,0,medium
4.567012041619792,high,9.031316387867625,low,8.468239989993293,0,medium
5.484077840507134,high,6.568439416675785,low,8.249739866928937,1,high
3.7591535846715156,high,6.424370528630486,low,8.595720093555737,1,medium
5.779019771361758,high,10.0,low,10.0,0,low
7.299108369503866,high,7.784150113550077,low,9.425342067023392,0,medium
4.8368597773147135,high,8.387935824528247,low,7.6996363512474435,0,high
5.602567583148412,high,9.032339397282758,high,6.33737971194452,0,medium
6.035215987566669,high,6.024289000811175,low,7.549626684536237,1,medium
4.398169292171246,high,8.87473164558052,high,4.110706411512217,0,medium
5.336138722715625,high,6.247158827503495,low,8.243479918751536,0,low
5.0188886011726925,medium,6.183064915992554,low,5.409950208139584,0,low
5.146514147823248,high,6.592000041537796,high,8.68372191396176,0,high
3.8404853242168002,high,6.066902747582568,low,9.970433550536075,0,medium
5.036765261388414,medium,8.233234648985745,low,4.823598485972637,0,low
5.746997436868175,medium,7.4008159827175835,high,6.9245434056886195,0,medium
7.176715411692562,high,6.2631633780743305,low,5.403380720998854,1,high
6.43890623912781,medium,8.011757549732232,low,4.40753505409526,1,high
8.229773686267334,low,6.587226343920481,high,6.840517523194185,0,high
3.848978655667926,medium,6.507894444452985,high,7.952750555647821,0,low
6.308480955081017,high,7.073025827352316,low,8.131600643978567,0,medium
5.2750130086075275,medium,7.695190533499326,low,7.230888718848017,1,medium
8.28470439982651,high,7.584771474066129,high,4.503651915079656,0,high
3.787552571967273,high,6.455126226620754,low,7.185068143679956,0,high
3.740417236728836,low,8.270666811159103,high,4.7611779756316945,1,medium
4.1009110318339665,high,6.666408773380516,low,4.859517612913205,0,medium
1.8141564135352897,low,6.017523267086921,low,5.504770167615161,0,medium
4.211367467478858,high,4.797967526848973,low,8.57471678706763,0,high
3.861301007669453,low,8.474767721498532,low,7.817883018522316,0,low
5.225590679714312,high,7.018585114291011,high,7.483886046823901,0,low
5.512633963665739,high,7.316308537765773,high,5.706078728744748,0,medium
7.814256258823829,high,8.568704373549274,low,6.418336924672911,0,medium
6.425635757279076,high,6.283890652603276,high,4.944816240764407,0,high
4.134644516506396,high,4.938401127288808,low,9.046451990338145,1,medium
3.6523779929774634,medium,7.104671053322828,low,10.0,0,medium
5.737878757259758,high,7.461942328120443,high,7.834897621109689,0,medium
3.019650189469037,medium,6.6057264007594405,low,8.097631316515542,0,medium
7.747188148781531,high,9.210606367114254,high,6.761559791182946,0,medium
6.769160181081931,high,4.0,low,4.570821454512454,0,medium
4.296236521842943,low,8.680084956849674,high,5.734052814059211,0,high
2.430298206363684,high,8.186730475546339,high,6.301923176599741,1,low
7.0308085612481195,medium,7.685156166550689,low,6.422115984230867,0,medium
4.828190232121073,medium,4.0,low,6.076909557144575,0,medium
6.856724467960193,high,8.925833174905403,low,7.071629962857351,0,high
2.6083585118084494,low,5.460348834046172,low,5.724746367201977,0,low
4.1009374655693405,medium,6.23846203242492,low,10.0,0,medium
5.007865549577275,high,6.744111002814897,low,4.9519389775056215,1,medium
5.070470890647113,medium,7.611127051977963,high,8.330964316033826,0,high
4.324901792781135,high,7.959142063288825,high,6.607217934757169,0,high
5.934274898521248,high,8.339260831478946,high,7.694197142892773,0,medium
3.3985693559261083,low,8.223780265117774,high,7.762172300766437,1,medium
4.7864307724680595,medium,7.379390806319689,high,7.235564845180983,1,high
5.180443447567848,medium,7.623883988586386,high,5.299943878600564,0,high
5.771658251088123,medium,5.36386942626663,low,6.501940374444861,0,medium
6.067422317133335,medium,5.873459789771466,high,7.253642908299015,1,medium
3.3130368622431963,low,8.343190335512249,low,7.159650752926179,1,high
2.6988287438965664,high,8.255814230093023,low,5.465302037826961,0,medium
6.916515232847764,high,8.08569912466663,low,8.93681868856235,0,medium
5.498471017969387,high,6.228374857515209,high,3.259639861123479,0,medium
3.8772701951651696,medium,8.365738197915544,low,6.624812668353043,0,high
7.326727963283784,high,5.2581333212794625,low,5.618021867221572,1,high
5.173511951439288,high,8.61603971479341,low,7.273248124538788,1,medium
6.768945776095739,high,6.608693798131164,high,8.52508878400664,1,high
5.101277722115164,low,9.52625560951095,high,4.8895464832343825,0,medium
8.09112188732298,medium,4.717836861901772,high,10.0,0,medium
7.633011263664807,high,9.645106068877784,high,7.302772955436793,0,low
